nombre,marca,puntuacion,informativo,cal_pequeño_y_manejable,cal_deportivo,cal_bueno_y_barato,cal_practico,cal_ecologico,cal_atractivo,lo_mejor,lo_malo
Ford S-Max,Ford,"3,6","El Ford S-Max es un monovolumen con capacidad para hasta siete pasajeros, práctico y versátil",1,1,5,1,2,2,"Comportamiento dinámico, tacto de conducción, equipamiento de seguridad y asistencia a la conducción, versatilidad","Dimensiones exteriores generosas, percepción de calidad de algunos plásticos"
Hyundai Santa Fe,Hyundai,"3,8",Una buena alternativa para los que buscan un SUV diésel o gasolina con hasta 7 plazas y tracción 4x4,1,1,6,1,2,3,"Relación calidad/precio, posibilidad de 7 plazas, espacio interior, confort de marcha","Detalles de acabado, motor de gasolina algo caro, sin opciones"
BMW Serie 2 Active Tourer,BMW,"3,3",Un BMW para competir con el Clase B de Mercedes,1,1,1,1,2,5,"Estética, exclusividad, calidad de construcción, gama de motores",Precio de las opciones elevado
Volkswagen Touran,Volkswagen,"3,6",El Nuevo Touran es un monovolumen medio de los más espaciosos y avanzados,1,1,1,1,2,2,"Posibilidad de 7 plazas, espacio interior, volumen de maletero, calidad de construcción, versatilidad interior","Estética cuadrada, precio elevado, diseño sobrio"
Mercedes Clase A Sedán,Mercedes-Benz,,,1,2,1,1,2,3,"Diseño interior, calidad, acabados, doble pantalla digital","Diseño exterior clásico, precio elevado, coste de las opciones"
Mercedes Clase CLA,Mercedes-Benz,"3,4",Carácter premium y diseño dinámico,1,3,1,1,2,6,"Aerodinámica récord, estética diferenciada","Espacio interior limitado, acceso al maletero estrecho, suspensión demasiado firme, calidad de algunos plásticos"
Ford Galaxy,Ford,"3,4","Más amplio y capaz que el S-Max, también es más serio",1,1,5,1,2,2,"Espacio interior, versatilidad, tacto de conducción muy logrado, equipamiento de seguridad y asistencia a la conducción","Estética sobria y cuadrada, diseño aburrido, dimensiones exteriores generosas, percepción de calidad de algunos plásticos"
Volkswagen Golf Variant,Volkswagen,"3,8",Todo un clásico recién renovado,1,1,1,1,2,3,"Solidez, valor de reventa, comportamiento, gama de motores, tacto de conducción, maletero descomunal","Precio elevado frente a la competencia, diseño muy sobrio"
Kia Soul EV,Kia,"3,3",Un eléctrico con buena relación precio-equipamiento,1,1,6,1,10,3,"Coste de uso, diseño, garantía, dos mecánicas, autonomía","Precios sin ayudas, ausencia de opciones"
Range Rover Evoque,Land Rover,"3,9","El Range Rover Evoque es muy atractivo, muy exclusivo y muy premium. También es algo caro.",1,2,1,1,2,5,"Diseño interior y exterior, exclusividad, calidad de acabados","Espacio interior justo, precio elevado, opciones caras"
Alfa Romeo Giulia,Alfa Romeo,"3,7","Deportividad en estado puro, con hasta 510 CV de potencia",1,5,1,5,2,4,"Estética, deportividad pura, tracción trasera y reparto de masas","Calidad de algunos plásticos, precio elevado"
Mercedes Clase B,Mercedes-Benz,"3,5",El monovolumen familiar para entusiastas de Mercedes,1,1,1,1,2,3,"Calidad de acabados, amplitud, oferta amplia, conectividad","Opciones muy caras, anchura plazas traseras, precio, modularidad limitada"
Opel Grandland X PHEV,Opel,,,1,1,1,7,8,4,,
Ford Kuga HEV,Ford,,,1,1,5,1,7,3,,
Toyota Prius PHEV,Toyota,,,1,1,1,5,8,2,,
Toyota RAV4 HEV,Toyota,"3,9",Bajos consumos y prestaciones suficientes,1,1,1,1,7,5,"Motor híbrido, consumos en uso urbano, silencio","Cambio ruidoso, precios elevados"
BMW X2,BMW,"3,5",Apuesta dinámica en el segmento C-SUV,1,3,1,1,2,5,"Calidad de acabados, comportamiento, posibilidades de equipamiento","Precio elevado, equipo de serie, gama inicial limitada"
BMW X1,BMW,"3,3",Un SUV premium y compacto con buenas cualidades dinámicas en carretera,1,1,1,1,2,3,"Comportamiento, calidad de acabados, gama de motores","Diseño interior clásico, precio elevado"
Volkswagen Tiguan Allspace,Volkswagen,,,1,1,1,1,2,3,,
Citroën C5 Aircross PHEV,Citroën,"3,6","Amplio, cómodo y silencioso como pocos",1,1,1,1,8,3,"Confort de marcha, amplitud y versatilidad interior, plazas traseras y maletero, silencio y comportamiento en ciudad",Precio muy elevado por culpa de la doble tecnología térmica - eléctrica
Lexus NX,Lexus,"3,6",El Lexus NX es el SUV premium más tecnológico del momento,1,1,1,1,2,3,"Eficiencia en ciudad, estética diferenciada, silencio de marcha","Tacto de conducción aburrido, sensación prestacional descafeinada, prestaciones justas"
Audi Q3,Audi,"3,7",Una buena alternativa para quienes piensan en las dimensiones de un A3 y el espacio de un familiar,1,1,1,1,2,3,"Calidad interior, equipamiento disponible","Precio elevado, opciones caras, gama limitada"
Renault Espace,Renault,"3,2","Precio de gran familiar, formato de nave espacial",1,1,5,1,2,5,"Amplitud, maletero con cinco asientos, diseño, presentación","Aspecto de algunos plásticos, dimensiones, motores pequeños algo justos"
Audi A4,Audi,"4,0",Se estrena con la última tecnología en seguridad y confort.,1,2,1,1,2,3,"Calidad de construcción, diseño interior y materiales, tecnología","Estética muy clásica, tacto de conducción por detrás de sus rivales"
Ford Kuga PHEV,Ford,,,1,1,4,1,8,3,"Silencio de marcha, comportamiento en ciudad, potencia combinada","Pagas una tecnología y una batería que son muy caras, pero el coche sigue siendo un Ford Kuga"
Volvo XC60,Volvo,"4,2",Tecnológicamente avanzado y con opción híbrida,1,1,1,1,2,5,"Diseño soberbio, calidad de construcción, exclusividad, consumos muy bajos","Precio elevado, tacto de conducción aburrido"
Kia Sorento,Kia,"4,0",Un SUV de lujo con precio irresistible y 7 años de garantía.,1,1,7,1,2,2,"Espacio, maletero, siete plazas, calidad de terminación, mecánica híbrida","Dimensiones, consumos algo elevados, precio"
Audi A5 Sportback,Audi,"3,7","La versión 5 puertas del A4, más deportivo, más versátil y también mucho más caro.",1,4,1,1,2,5,"Calidad, comportamiento, gama","Equipo de serie, precio"
Mercedes Clase A PHEV,Mercedes-Benz,,,1,3,1,1,8,6,,
Kia Sorento HEV,Kia,,,1,1,7,1,7,2,,
Mercedes GLA,Mercedes-Benz,"3,9","Un coche para presumir de coche, pero sin salir del asfalto",1,1,1,1,2,5,"Tacto de conducción deportivo, estética conseguida","Precio elevado, detalles de acabado"
Mercedes Clase C,Mercedes-Benz,"3,8",Un cambio radical en la berlina de acceso a Mercedes,1,2,1,1,2,3,"Diseño interior y exterior, tacto de conducción","Calidad de plásticos y ajustes mejorable, motores diésel ruidosos"
BMW Serie 3,BMW,"4,0","El sedán premium con más carácter, disponible en tres carrocerías",1,3,1,1,2,3,"La referencia en comportamiento, tracción trasera, gama de motores, tacto de conducción","Maletero justo, espacio interior limitado por la configuración mecánica"
Skoda Kodiaq RS,Skoda,,,1,5,5,1,1,5,,
BMW X3,BMW,"3,7",Excelente comportamiento y mecánicas solventes,1,1,1,1,2,3,"Gama de motores, tacto de conducción, versatilidad","Opciones caras, diseño algo insulso de serie"
BMW X2 PHEV,BMW,,,1,3,1,1,8,5,,
Volkswagen T-Roc R,Volkswagen,,,1,2,1,1,1,3,,
Mercedes GLC,Mercedes-Benz,"3,6",Diseño y calidad Mercedes para el SUV mediano,1,1,1,1,2,4,"Estética, diseño y espacio interior, calidad percibida alta","Motores diésel ruidosos, precio de opciones elevado"
Range Rover Evoque PHEV,Land Rover,,,1,2,1,1,7,5,,
Audi Q5,Audi,"3,6",El Un SUV de carácter premium con calidad y toques dinámicos,1,1,1,1,2,3,"Tecnología, interior, calidad de ejecución, comportamiento","Precio elevado, diseño sobrio"
Range Rover Velar MHEV,Land Rover,"4,3",Más juvenil y dinámico sin perder sus aptitudes off-road,1,2,1,1,6,6,"Diseño espectacular, calidades, exclusividad, capacidades off-road reales","Precio elevado, tamaño gigantesco, ausencia de 7 plazas"
Jaguar F-Pace MHEV,Jaguar,"3,6",Diseño dinámico y gran amplitud para el F-Pace,1,2,1,1,6,4,"Amplitud interior, maletero, confort de marcha, diseño exterior soberbio, comportamiento dinámico",Calidad de algunos plásticos y algunos mandos
Porsche Macan,Porsche,"4,2",Un auténtico deportivo que sólo Porsche podría construir en este formato,1,5,1,1,1,4,"Tacto de conducción sobresaliente, diversión al volante, prestaciones, practicidad real como familiar, calidad de construcción, diseño",Precio muy elevado
Toyota RAV4 PHEV,Toyota,,,1,1,3,1,8,3,,
Skoda Scala,Skoda,"3,6",Interesante relación valor-precio,1,1,7,1,2,2,"Equipamiento de serie, maletero, opciones asequibles","Anchura plazas traseras, gama limitada"
Citroën C3 Aircross,Citroën,"3,2",Buena relación tamaño-habitabilidad,1,1,7,1,2,3,"Posibilidades de personalización, equipamiento disponible, banqueta posterior deslizante, maletero","Calidad de algunos plásticos, precio de las versiones Shine"
Fiat 500X,Fiat,"3,1",Diseño atractivo y precios interesantes con promociones,1,1,5,5,2,6,"Diseño, precio ajustado, calidad razonable",Maletero justo
Ford Fiesta Active,Ford,,,1,1,5,1,2,3,"Estética, comportamiento, equipamiento de seguridad y confort",Interior algo sobrio
Renault Grand Scenic,Renault,"3,4",El Renault Grand Scénic es un coche ideal para familias numerosas con niños.,1,1,5,1,2,3,"Diseño interior y exterior, versatilidad, relación tamaño/equipamiento/precio","Medida de neumáticos única en el mercado, detalles de calidad interior"
Skoda Octavia,Skoda,"4,1",Una berlina con 600 litros de maletero con un precio sensacional,1,1,7,1,2,2,"Habitabilidad, maletero, oferta mecánica","Equipo de serie en acabados básicos, calidad de rodadura"
Citroën C4 SpaceTourer,Citroën,"3,4","Espacio interior a raudales, es un salón con ruedas",1,1,8,8,2,2,"Espacio interior, comodidad, precio ajustado","Calidad algo justa, prestaciones"
Kia Niro HEV,Kia,"3,7",El SUV híbrido más barato del mercado español,1,1,7,1,7,3,"Consumos, garantía, equipamiento","Calidad de algunos plásticos, maletero algo justo"
Renault Mégane PHEV,Renault,,,1,2,5,1,9,3,,
Skoda Kodiaq,Skoda,"3,8",Hasta siete plazas y un enorme maletero son las claves del Kodiaq,1,1,5,1,2,3,"Hasta siete plazas, presentación, opción de tracción total","Gama inicial limitada, precio en acabados superiores"
Ford Mondeo,Ford,"3,5","Buen coche a buen precio, si no eres elitista con las marcas",1,2,6,1,2,2,"Relación equipamiento/precio, espacio interior y maletero, comportamiento dinámico excelente","Dimensiones exteriores generosas, percepción de calidad de algunos plásticos"
Mazda CX-5,Mazda,"3,9",Una alternativa muy buena al Qashqai y al Tiguan,1,2,1,1,2,3,"Equipamiento, calidad, comportamiento, motores eficientes","Precios algo elevados, opciones caras"
Volkswagen Passat,Volkswagen,"3,8",El acabado Edition ofrece una opción asequible en el Passat ,1,1,1,1,2,4,"Calidad de construcción, espacio interior, maletero, gama de motores, estética atractiva","Precio elevado, precio de opciones"
SEAT Tarraco,SEAT,"3,8",El SUV más capaz de la firma española,1,1,5,1,2,3,"Siete plazas, posibilidad de tracción total, equipamiento disponible, comportamiento","Aspecto de algunos plásticos, tercera fila algo justa,"
Skoda Octavia MHEV,Skoda,,,1,1,7,1,6,2,,
Audi A3,Audi,"4,1",El compacto premium más vendido,1,3,1,5,2,3,"Diseño y calidad interior, tecnología","Estética muy clásica, tacto de dirección poco comunicativo, precio elevado"
Mercedes Clase A,Mercedes-Benz,"3,9",El compacto más deportivo del segmento premium por diseño interior y exterior,1,3,1,1,2,6,"Estética atractiva y juvenil, tacto de conducción deportivo","Precio elevado, maletero justo, opciones caras"
Volkswagen Tiguan R,Volkswagen,,,1,3,1,1,1,4,,
Volkswagen Golf GTI,Volkswagen,"4,3",Un vehículo rápido y bien equipado,1,5,1,5,2,5,"Acabados, equipamiento, comportamiento seguro, prestaciones, futuro clásico","Falta de carácter, precio elevado, opciones caras"
Fiat Panda,Fiat,"3,2","Un clásico de los utilitarios low-cost, amplio y versátil",1,1,7,1,5,2,"Precio insuperable, espacio interior, practicidad, economía","Percepción general de calidad justa, prestaciones limitadas"
SEAT Mii CNG,SEAT,"3,2","Renovado en su interior, con más equipamiento disponible",8,1,7,3,5,3,"Maletero capaz, carrocería de tres y cinco puertas, posibilidades de equipamiento, comportamiento dinámico","Calidad de algunos materiales, desarrollos del cambio largos, prestaciones justas, terminación mejorable"
Renault Clio,Renault,"3,7",Amplio equipamiento por un coste muy razonable,1,1,5,1,4,2,"Equipamiento, comportamiento, motores eficientes","Gama inicial algo justa, plazas traseras estrechas, precio sin promoción"
Fiat 500 MHEV,Fiat,,,10,1,1,1,6,8,,
Peugeot 208,Peugeot,"3,9",El utilitario más atrevido a un precio interesante,1,1,5,1,4,2,"Diseño, presentación, comportamiento","Plazas traseras justas, equipamiento limitado respecto a los rivales"
SEAT Ibiza,SEAT,"3,9",La gama Ibiza estrena generación con más equipamiento de seguridad y confort,1,1,7,1,4,2,"Comportamiento, amplitud interior, posibilidades de equipamiento, tecnología","Plásticos duros para todas las superficies, precio algo elevado"
Kia Ceed,Kia,"3,6","Calidad, equipamiento y precio",1,1,7,5,2,2,"Relación valor-precio, garantía, equipamiento","Detalles de acabado, valor de reventa"
Fiat 500,Fiat,"3,4",El utilitario más 'chic',8,1,1,1,5,8,"Diseño sobresaliente, precio ajustado","Maletero justo, calidad de algunos plásticos"
Renault Mégane,Renault,"3,5","Muy mejorado, con un diseño personal y mucho equipamiento",1,2,5,1,2,3,"Oferta variada, comportamiento, equipamiento","Calidad de algunos plásticos, espacio para las piernas en las plazas traseras"
Peugeot 308,Peugeot,"3,7",Un compacto muy a tener en cuenta por calidad y comportamiento,1,2,5,1,2,3,"Tacto de conducción sobresaliente, gama de motores, calidad de construcción","Pantalla táctil central de respuesta lenta y difícil manejo, ausencia de mandos físicos para climatización, espacio interior justo"
Skoda Kamiq,Skoda,"3,4",Un producto atractivo a precios razonables,1,1,8,1,2,3,"Presentación, amplitud, modularidad, motores solventes","Precio sin descuentos, aspecto de algunos plásticos"
Ford Fiesta MHEV,Ford,,,1,1,5,1,6,3,,
Hyundai i30,Hyundai,"3,6","A la altura de sus rivales en todo, incluido el precio",1,2,5,6,2,2,"Calidad de acabados, tacto de conducción, precio","Diseño aburrido, gama de motores limitada"
Opel Astra,Opel,"3,5",Buena relación precio-calidad y mucho equipamiento disponible,1,2,5,1,2,3,"Calidad de acabados, comportamiento, equipamiento disponible","Equipo de serie, plazas traseras estrechas"
Volkswagen Polo,Volkswagen,"3,6","Es de los utilitarios más caros, pero también de los mejor acabados",1,1,1,1,4,2,"Calidad de construcción, gama de motores, habitabilidad, maletero","Precio algo elevado, diseño sobrio, gama inicial limitada, sin motor diésel"
Citroën C4,Citroën,"2,9","El Citroën C4 es uno de los muchos rivales del Golf, bien acabado y con mucho equipamiento",1,1,7,5,2,2,"Motores frugales, equipo de serie, confort","Calidad de algunos plásticos, precio sin descuentos"
Skoda Karoq,Skoda,"4,0",La alternativa algo más clásica al Ateca,1,1,7,1,2,3,"Amplitud, maletero, presentación, posibilidades de equipamiento, asientos Varioflex, sensación de calidad",Pierde la deportividad de un Ateca a cambio de más comodidad
Volkswagen T-Roc,Volkswagen,"3,1",Una alternativa diferente al Golf con mayor espacio interior,1,1,1,1,2,3,"Capacidad de maletero, posibilidades de equipamiento, tracción total opcional","Detalles de acabado, uso excesivo de plásticos duros, precio algo elevado"
Fiat 500e Hatchback,Fiat,,,1,1,1,1,10,8,,
Ford Kuga,Ford,"3,6","El todocamino de Ford, con tecnología para conducir (casi) solo",1,1,5,1,2,2,"Espacio y versatilidad interior, variedad de motores, dinámica muy lograda","Detalles de acabado, precios sin descuentos"
Volkswagen Tiguan,Volkswagen,"3,7",Un todocamino con un plus de calidad,1,1,1,1,2,3,"Calidad de terminación, comportamiento, motores","Equipo de serie, precio elevado"
Fiat 500e Cabrio,Fiat,,,1,1,1,1,10,8,,
Dacia Sandero Stepway,Dacia,"2,8","La alternativa de aspecto campero, atractiva y práctica",1,1,7,1,2,2,"Precio muy interesante, estética atractiva, espacio interior y maletero","Calidades y plásticos algo justos, posibilidades de equipamiento"
Dacia Sandero,Dacia,"2,7","Un ""Renault"" low-cost que se ha convertido en top ventas",1,1,9,1,4,1,"Precio sin competencia, espacio y maleterio, mantenimiento asequible","Calidad percibida algo justa, posibilidades de equipamiento"
Dacia Duster,Dacia,"3,1","Un SUV muy económico, amplio e interesante",1,1,10,7,2,2,"Relación tamaño/precio, estética, economía de mantenimiento, gama mejorada, opción GLP","Calidad de algunos plásticos, tracción 4x4 disponible solo en los más potentes"
Ford Fiesta,Ford,"3,5",El Fiesta es una de las referencias del segmento por comportamiento,1,1,7,1,4,2,"Equipamiento de seguridad, practicidad, comportamiento dinámico, tacto de conducción","Precio algo elevado, acceso plazas traseras en 3 puertas"
Renault Captur,Renault,"3,4",Uno de los crossover de moda estrena generación,1,1,5,1,2,3,"Diseño, posibilidades de personalización, banqueta trasera deslizante","Sin tracción total disponible, calidad de algunos plásticos"
Hyundai Kona,Hyundai,"3,6",Diseño y equipamiento son sus señas de identidad,1,1,6,1,2,3,"Posibilidades de equipamiento, tracción total disponible, diseño arriesgado, garantía","Aspecto de algunos plásticos, diseño arriesgado, volumen de maletero algo justo"
Kia Stonic,Kia,"3,4","Muy equipado, con buen precio y siete años de garantía",2,1,8,5,2,3,"Garantía, posibilidades de equipamiento, motor MHEV","Maletero pequeño, sin tracción total, detalles de acabado"
SEAT Arona,SEAT,"3,6",Más espacioso que el Ibiza por poco más,1,1,7,1,2,3,"Maletero, posibilidades de equipamiento y personalización, precio razonable",Calidad de algunos plásticos
Ford Focus,Ford,"3,8","El Ford Focus acaba de actualizarse con nuevo diseño, motores más eficientes y mucha tecnología.",1,2,7,1,2,2,"Dinámica de conducción, relación equipamiento/precio","Interior sencillo y clásico, calidad de algunos plásticos"
SEAT León,SEAT,"4,3",Mucha dotación y estilo para la cuarta generación,1,2,5,1,2,3,"Relación valor-precio, equipamiento completo, versiones híbridas","Detalles de acabado, Ancho plazas traseras"
Kia Sportage,Kia,"3,7",El Kia Sportage 2019 está más equipado y mejor construido que nunca. Hay que verlo.,1,1,7,7,2,3,"Diseño, presentación, calidad de acabados","Motor 1.6 GDI pobre en prestaciones, precio de los acabados medios-altos"
Peugeot 2008,Peugeot,"3,6","El todocamino resultón, completo y dinámico",1,1,7,1,2,3,"Practicidad real, dinámica de conducción, estética atractiva","Precio elevado, cuadro de mandos poco legible"
Nissan Qashqai,Nissan,"3,4","Qashqai en japonés significa ""un coche con todos los ingredientes para ser superventas"".",1,1,5,1,2,3,"Relación tamaño/equipamiento/precio, equilibrio general","Tacto de conducción, maletero pequeño frente a sus rivales"
Hyundai Tucson,Hyundai,"3,6","Buena relación calidad-precio en el SUV surcoreano, destacando además por su buena habitabilidad interior y maletero",1,1,7,1,2,3,"Diseño, amplitud, maletero, posibilidad de tracción total","Aspecto de algunos plásticos, suspensión blanda, motor 1.6 GDI pobre"
Opel Mokka,Opel,"3,6",Un todocamino de bolsillo para la ciudad,1,1,5,5,2,2,"Opción eléctrica, equipamiento disponible, dimensiones reducidas","Precio elevado, detalles de acabado"
SEAT Ateca,SEAT,"3,9",Excelente relación habitabilidad-tamaño para el primer SUV de SEAT,1,1,7,1,2,3,"Comportamiento, habitabilidad, maletero, equipo","Cambio DSG caro, equipamiento en nivel Reference, banqueta trasera no deslizante, diseño interior algo clásico"
SEAT León MHEV,SEAT,,,1,2,5,1,6,3,,
Peugeot 3008,Peugeot,"3,8",Mucho equipamiento y diseño llamativo son sus principales reclamos,1,1,6,1,2,3,"Diseño vanguardista, originalidad, calidad de materiales y construcción, dinámica","Precio elevado, ausencia de mandos físicos para climatización, demasiados menús en la pantalla táctil"
Volkswagen Golf,Volkswagen,"3,8",Todo un clásico recién renovado,1,2,1,1,2,3,"Solidez, valor de reventa, comportamiento, gama de motores, tacto de conducción","Precio elevado, maletero justo, diseño continuista"
Renault Captur PHEV,Renault,,,1,1,5,1,8,3,,
Nissan X-Trail,Nissan,"3,3","Un Qashqai más grande, con hasta 7 plazas",1,1,5,1,2,3,"Amplitud interior, disponibilidad de 7 plazas, confort de marcha, equipamiento muy completo","Calidad de acabados justa, diseño algo visto, ruidos en el interior, tacto de conducción aburrido"
Citroën Grand C4 SpaceTourer,Citroën,"3,7",Espacio interior a raudales para 5 + 2 ocupantes,1,1,6,1,2,2,"Espacio interior, confort de marcha, economía","Calidad algo justa, prestaciones"
SEAT León PHEV,SEAT,,,1,2,5,1,8,3,,
Ford Focus ST,Ford,,,1,5,5,1,2,3,,
Volkswagen Tiguan PHEV,Volkswagen,,,1,1,1,1,8,3,,
SEAT Alhambra,SEAT,"3,9",Amplio y práctico para siete pasajeros,1,1,5,1,2,2,"Amplitud, calidad de acabados, puertas deslizantes","Maletero con siete plazas, precio sin descuentos"
Audi A3 Sedán,Audi,"3,6",Estilo clásico y más sobrio para el público tradicional,1,2,1,5,2,3,"Calidad y diseño interior, tecnología","Estética muy clásica, precio"
MINI Cooper EV,MINI,,,1,3,1,1,10,6,"Estilo, prestaciones, tacto de conducción","Autonomía muy por debajo de la competencia, plataforma de coche térmico adaptada a eléctrico"
Audi S3,Audi,,,1,5,1,4,1,5,"Calidad de construcción, diseño del interior, prestaciones","Precio elevado, opciones caras, tacto de dirección poco comunicativo"
Mercedes GLC Coupé,Mercedes-Benz,"3,6",Diseño y calidad para el GLC más exclusivo,1,5,1,1,2,5,"Estética acertada, diseño y espacio interior, tacto de conducción agradable y deportivo","Maletero limitado en altura, motores diésel ruidosos, precio excesivo frente a GLC convencional"
Peugeot 508 PHEV,Peugeot,,,1,1,5,1,8,2,,
Toyota Corolla Touring Sports,Toyota,"3,7","Etiqueta ECO y consumos ajustados, de serie",1,1,5,1,7,2,"Calidad de terminación, equipamiento de seguridad, motor 180 CV","Cambio CVT, sin opciones de personalización"
Aston Martin Vantage,Aston Martin,,,1,8,1,1,1,8,,
MINI Cabrio,MINI,"3,8",Cuatro plazas y un techo de lona eléctrico que se pliega en pocos segundos son sus claves,1,4,1,1,2,6,"Tacto de conducción, estética en general","Plazas traseras simbólicas, maletero justo, precio elevado"
BMW M4 Cabrio,BMW,,,1,7,1,1,1,6,,
McLaren 540C,McLaren,,,1,8,1,1,1,8,,
Lamborghini Aventador,Lamborghini,"4,3",Con este Lambo puedes olvidarte de pasar desapercibido,1,10,1,1,1,10,"Estética general, motor V12 atmosférico, prestaciones de infarto, sonido","Algunos plásticos interiores, cuadro de mandos ""saturado"""
Fiat Tipo 5P,Fiat,"2,9",Buena relación precio-equipamiento y amplio interior,1,1,7,6,2,2,"Precio demoledor, diseño, maletero gigantesco, versatilidad","Calidad de algunos plásticos, detalles de acabado"
Fiat Tipo SW,Fiat,"2,9",Excelente relación valor-precio,1,1,6,7,2,2,"Precio demoledor, diseño, maletero gigantesco, versatilidad","Calidad de algunos plásticos, detalles de acabado"
Kia Xceed MHEV,Kia,,,1,1,5,1,6,4,,
Hyundai i30 Fastback,Hyundai,,,1,2,5,6,2,3,"Estética deportiva y original, relación valor/precio",Apertura y forma del maletero
Peugeot e-2008,Peugeot,"3,8",El crossover pequeño 100% eléctrico,1,1,1,1,10,3,"Prestaciones, diseño, equipamiento","Precio sin descuentos, ancho en plazas traseras"
Subaru Levorg,Subaru,,,1,1,3,7,2,3,,
SEAT León ST PHEV,SEAT,,,1,1,4,1,8,3,,
Citroën C4 EV,Citroën,"3,4",Diseño personal y mucha dotación,1,1,5,1,10,4,"Diseño, versatilidad, motores solventes",Detalles de acabado
DS7 Crossback,DS,"3,6","Lujo e imagen impecable, principales virtudes",1,1,5,1,2,3,"Calidad de terminación, equipamiento, confort","Sólo tracción delantera, gama limitada, opciones caras"
MINI Countryman PHEV,MINI,,,1,2,1,6,8,6,"Diseño, tacto de conducción, prestaciones, exclusividad","Precio elevado, consumo en modo térmico"
Skoda Enyaq BEV,Skoda,,,1,2,7,1,10,5,,
Skoda Octavia Combi RS PHEV,Skoda,,,1,5,5,1,8,3,,
Mercedes CLA PHEV,Mercedes-Benz,,,1,3,1,1,8,5,,
Volkswagen Arteon PHEV,Volkswagen,,,1,1,4,1,8,3,,
Jeep Compass Trailhawk,Jeep,,,1,1,1,1,1,3,,
Volkswagen Arteon R,Volkswagen,,,1,4,4,1,2,3,,
Ford Mustang Mach-e EV,Ford,,,1,5,7,1,10,5,,
BMW M2,BMW,"4,4",Lo último en diversión al volante al máximo nivel,1,8,1,1,1,7,"Comportamiento, motor, tacto de dirección, prestaciones, diversión al volante","Confort de marcha sobre firme irregular, precio elevado"
BMW X3 PHEV,BMW,,,1,2,1,1,8,4,,
Volvo S60 PHEV,Volvo,,,1,3,1,1,8,5,,
Maserati Ghibli,Maserati,,,1,6,1,1,1,6,,
Land Rover Defender 110 PHEV,Land Rover,,,1,1,1,1,8,5,,
Audi Q8,Audi,"4,1","Lujo, tecnología y excelente dinámica en formato SUV",1,6,1,1,1,6,"Calidad, equipamiento, acabados, presencia","Precio, tamaño"
Maserati Ghibli MHEV,Maserati,,,1,6,1,1,6,6,,
Audi Q8 PHEV,Audi,,,1,5,1,1,8,6,,
Tesla Model X,Tesla,,,1,5,1,1,10,7,"Prestaciones de Fórmula 1, silencio de marcha","Calidades mejorables, puertas traseras absurdas, peso elevado"
Range Rover Sport PHEV,Land Rover,,,1,2,1,1,8,5,"Diseño, calidades, confort, silencio de marcha, aptitudes todoterreno","Precio prohibitivo, consumo en modo térmico"
BMW X7,BMW,,,1,1,1,1,1,3,,
Alfa Romeo Stelvio QV,Alfa Romeo,,,1,6,1,7,1,4,"Comportamiento, tacto de conducción, sonido, prestaciones, diversión al volante","Plásticos mejorables, diseño interior por detrás de la competencia, interfaz de usuario obsoleta"
Aston Martin DB11,Aston Martin,,,1,9,1,1,1,10,,
McLaren 570,McLaren,,,1,8,1,1,1,8,,
Ferrari Portofino,Ferrari,,,1,9,1,1,1,9,,
Lamborghini Huracán Spyder,Lamborghini,,,1,9,1,1,1,10,,
McLaren 720S,McLaren,,,1,9,1,1,1,9,"Prestaciones, dinámica, exclusividad, no es un Ferrari",Precio
Bentley Continental Flying Spur,Bentley,"4,0",Máximo lujo y pasión por el detalle sin olvidar el lado deportivo,1,4,1,1,1,8,"Exclusividad, prestaciones, confort de marcha","Precio desorbitado, consumos"
Ferrari 488 Spider,Ferrari,,,1,9,1,1,1,10,,
Toyota Yaris Cross,Toyota,,,1,1,5,1,7,2,,
Nissan Micra,Nissan,"3,2","Diseño y equipamiento, principales bazas del nuevo Micra",1,1,5,1,4,3,"Diseño, posibilidades de equipamiento, regresa el motor diésel","Precio algo elevado, espacio en plazas traseras"
Skoda Fabia Combi,Skoda,"3,3",Una alternativa interesante cuando se valora sobre todo el maletero,1,1,6,1,2,2,"Amplitud, maletero, comportamiento","Plásticos duros, equipo de serie, sin motor diésel"
Hyundai i20 Active,Hyundai,"3,0",Un toque off-road para el modelo surcoreano,1,1,5,1,2,2,"Estética mejorada, calidad de construcción, precio competitivo","Interior demasiado sobrio, calidad de algunos plásticos"
Suzuki Ignis MHEV,Suzuki,"3,4",Un crossover chic asequible y muy bien equipado,6,1,5,3,4,2,"Estética original, diseño interior atractivo, precio, posibilidad de 4x4, equipamiento completo","Plásticos interiores de juguete, percepción de calidad"
Fiat 500C MHEV,Fiat,,,8,1,1,1,6,7,,
Fiat Panda MHEV,Fiat,,,1,1,5,1,6,3,,
Mazda 2,Mazda,"3,9",Un utilitario interesante gracias a su relación calidad/precio,4,1,5,4,4,2,"Diseño, presentación, posibilidades de equipamiento, comportamiento","Calidad de algunos plásticos, precio elevado, maletero pequeño"
Kia Xceed,Kia,"3,9",Entre el Stonic y el Sportage y con diseño distintivo,1,1,6,6,2,4,"Estética deportiva y aventurera, relación equipamiento/precio, calidad de construcción",Maletero algo justo
Jeep Renegade,Jeep,"3,4",Un SUV diferente con una versión off-road de verdad,1,1,5,5,2,3,"Estética original, amplia gama de motores, posibilidades off-road de la versión Trailhawk","Calidades interiores algo justas, motores diésel ruidosos"
