nombre,marca,puntuacion,informativo,cal_pequeño_y_manejable,cal_deportivo,cal_bueno_y_barato,cal_practico,cal_ecologico,cal_atractivo,lo_mejor,lo_malo
 Hyundai Santa Fe ,,"3,8"," «Un SUV de 7 plazas por menos de 30.000 euros, sin tener en cuenta los descuentos. Conducción comoda y espacio interior son las bazas del Santa Fe, además de un exterior llamativo. De entrada el 2.0 diésel de 150 CV es más que aceptable. » ",1,1,6,10,2,3,"Relación calidad/precio, posibilidad de 7 plazas, espacio interior, confort de marcha","Motor de gasolina algo caro, sin opciones"
 BMW Serie 1 ,,"3,7"," «Si buscas un compacto premium y lo que valoras es el comportamiento en carretera, no se hable más. Lo discutible: su interior agrada más a quien le gustan las líneas muy clásicas, no lo moderno. » ",1,3,1,5,2,3,"Pureza de conducción, comportamiento","Estética dudosa, sin propulsión trasera en la nueva entrega, precios elevados"
 Mercedes Clase A PHEV ,,,,1,3,1,5,8,6,"Diseño, mejora en calidades, autonomía eléctrica","Tiempos de carga, peso, precio"
 Peugeot e-208 eléctrico ,,,,3,1,5,5,10,3,"Autonomía elevada, agilidad y silencio en ciudad",Precio elevado para un utilitario
 Audi A3 Sedán ,,"3,7"," «Para quien busque un coche de representación elegante. Sus plazas traseras no llegan al tamaño del A4 (especialmente en altura) y la boca de carga de su maletero no hace que su maletero sea equiparable, pero aún así sigue siendo un sedán bien proporcionado y precioso por fuera. Lee mi ",1,2,1,5,2,3,"Calidad y diseño interior, tecnología","Estética muy clásica, precio"
 Ford Kuga MHEV ,,,,1,1,5,6,6,4,"Etiqueta ECO, cualidades dinámicas intactas","Detalles de acabado, mejora inapreciable en el consumo y en las emisiones"
 Volkswagen Tiguan PHEV ,,,,1,1,1,8,8,3,"Imagen (casi) premium, posibilidades de equipamiento, confort de marcha","Peso elevado, precio, equipamiento de serie escaso"
 Mercedes Clase A Sedán ,,,,1,2,1,5,2,3,"Diseño interior, calidad, acabados, doble pantalla digital","Diseño exterior clásico, precio elevado, coste de las opciones"
 Ford Focus ST ,,,,1,5,5,4,2,3,,
 MINI Cooper SE eléctrico ,,,,1,3,1,1,10,6,"Estilo, prestaciones, tacto de conducción","Autonomía muy por debajo de la competencia, plataforma de coche térmico adaptada a eléctrico"
 SEAT León PHEV ,,,,1,2,5,4,8,3,"Diseño, mejora en calidades, dinámica de conducción","Precio, peso añadido respecto a las versiones normales"
 Ford Galaxy ,,"3,4",,1,1,5,8,2,2,"Espacio interior, versatilidad, tacto de conducción muy logrado, equipamiento de seguridad y asistencia a la conducción","Estética sobria y cuadrada, diseño aburrido, dimensiones exteriores generosas, percepción de calidad de algunos plásticos"
 Opel Grandland X PHEV ,,,,1,1,1,7,8,4,"Imagen agradable, espacio a bordo, autonomía eléctrica, prestaciones","Posibilidades de equipamiento algo reducidas, peso elevado"
 SEAT Alhambra ,,"3,9",,1,1,5,11,2,2,"Amplitud, calidad de acabados, puertas deslizantes","Maletero con siete plazas, precio sin descuentos"
 Mercedes Clase CLA ,,"3,4"," «Mucho más atractivo y joven que el Mercedes Clase C, y casi el mismo tamaño. Ideal para quien busque un coche dinámico, atractivo y con la calidad de Mercedes, en carrocería sedán pero sin irse a algo tan serio como el Clase C. Lee mi ",1,3,1,5,2,6,"Aerodinámica récord, estética diferenciada","Espacio interior limitado, acceso al maletero estrecho, suspensión demasiado firme, calidad de algunos plásticos"
 Alfa Romeo Giulia ,,"3,7",,1,5,1,5,2,4,"Estética, deportividad pura, tracción trasera y reparto de masas","Calidad de algunos plásticos, precio elevado"
 BMW X1 ,,"3,3",,1,1,1,8,2,3,"Comportamiento, calidad de acabados, gama de motores","Diseño interior clásico, precio elevado"
 Toyota Prius PHEV ,,, «El coche de los ,1,1,1,5,8,2,,
 Ford Kuga HEV ,,,,1,1,5,6,7,3,"Calidad de construcción, silencio de marcha, equipamiento","Consumos en conducción dinámica, peso elevado"
 Mercedes Clase B ,,"3,5",,1,1,1,7,2,3,"Calidad de acabados, amplitud, oferta amplia, conectividad","Opciones muy caras, anchura plazas traseras, precio, modularidad limitada"
 Toyota RAV4 HEV ,,"3,9",,1,1,1,7,7,5,"Motor híbrido, consumos en uso urbano, silencio","Cambio ruidoso, precios elevados"
 BMW X2 ,,"3,5",,1,3,1,6,2,5,"Calidad de acabados, comportamiento, posibilidades de equipamiento","Precio elevado, equipo de serie, gama inicial limitada"
 Volkswagen Tiguan Allspace ,,,,1,1,1,10,2,3,"Calidad de rodadura, gama de motores","Diseño muy convencional, detalles de acabado"
 Volkswagen Sharan ,,"3,7",,1,1,5,8,2,2,"Espacio y versatilidad interior, 7 plazas reales, puertas correderas, confort de marcha, gama de motores, comportamiento sorprendente","Estética cuadrada, es más caro que un SEAT Alhambra siendo el mismo coche"
 Citroën C5 Aircross PHEV ,,"3,6",,1,1,1,7,8,3,"Confort de marcha, amplitud y versatilidad interior, plazas traseras y maletero, silencio y comportamiento en ciudad",Precio muy elevado por culpa de la doble tecnología térmica - eléctrica
 Audi Q3 ,,"3,6"," «Un SUV basado en el Audi A3, con un interior no tan elegante como el del A3 pero el mismo espacio y un exterior atractivo. La gama de motores diésel y gasolina de Audi nunca defrauda. » ",1,1,1,8,2,3,"Calidad interior, equipamiento disponible","Precio elevado, opciones caras, gama limitada"
 Lexus NX ,,"3,6",,1,1,1,8,2,3,"Eficiencia en ciudad, estética diferenciada, silencio de marcha","Tacto de conducción aburrido, sensación prestacional descafeinada, prestaciones justas"
 Volvo XC60 ,,"4,2", «El Volvo XC60 es un SUV premium de elevada calidad y confort. Su gama de motores diésel y su amplia gama de sistemas de seguridad lo convierten en una referencia. El motor gasolina de 305 CV ofrece además unas muy buenas prestaciones para quien busque deportividad.» ,1,1,1,8,2,5,"Diseño soberbio, calidad de construcción, exclusividad, consumos muy bajos","Precio elevado, tacto de conducción aburrido"
 Mercedes GLA ,,"3,9",,1,1,1,7,2,5,"Tacto de conducción deportivo, estética conseguida","Precio elevado, detalles de acabado"
 Ford Kuga PHEV ,,,,1,1,4,6,8,3,"Silencio de marcha, comportamiento en ciudad, potencia combinada","Pagas una tecnología y una batería que son muy caras, pero el coche sigue siendo un Ford Kuga"
 Renault Espace ,,"3,2",,1,1,5,11,2,5,"Amplitud, maletero con cinco asientos, diseño, presentación","Aspecto de algunos plásticos, dimensiones, motores pequeños algo justos"
 Kia Sorento HEV ,,,,1,1,7,5,7,2,"Calidad de construcción, equipamiento, mecánicas avanzadas, relación calidad-precio","Muchos rivales, precio algo elevado para la mayoría de clientes que buscan un KIA"
 Range Rover Evoque MHEV ,,"3,9"," «Mucha personalidad y calidad para el SUV superventas en el mercado premium. El diseño del Range Rover Evoque es su principal reclamo, aún así goza de una amplia oferta de mecánicas diésel y gasolina, junto a un cambio de nueve relaciones que no tiene rival en el mercado.» ",1,2,1,7,2,5,"Diseño interior y exterior, exclusividad, calidad de acabados","Espacio interior justo, precio elevado, opciones caras"
 BMW Serie 3 ,,"4,0",,1,3,1,5,2,3,"La referencia en comportamiento, tracción trasera, gama de motores, tacto de conducción","Maletero justo, espacio interior limitado por la configuración mecánica"
 Audi A5 Sportback ,,"3,7",,1,4,1,7,2,5,"Calidad, comportamiento, gama","Equipo de serie, precio"
 BMW X3 ,,"3,7",,1,1,1,8,2,3,"Gama de motores, tacto de conducción, versatilidad","Opciones caras, diseño algo insulso de serie"
 BMW X2 PHEV ,,,,1,3,1,6,8,5,"Diseño, sistema eléctrico con etiqueta CERO",Interior algo desfasado
 Kia Sorento ,,"3,9"," «Un SUV de 7 plazas por menos de 30.000 euros, sin tener en cuenta los descuentos. Conducción comoda y espacio interior son las bazas del Sorento, además de un exterior llamativo. De entrada el 2.0 diésel de 150 CV es más que aceptable. » ",1,1,7,5,2,2,"Espacio, maletero, siete plazas, calidad de terminación, mecánica híbrida","Dimensiones, consumos algo elevados, precio"
 Mercedes Clase C ,,"3,8",,1,2,1,5,2,3,"Diseño interior y exterior, tacto de conducción","Calidad de plásticos y ajustes mejorable, motores diésel ruidosos"
 Range Rover Evoque PHEV ,,,,1,2,1,6,7,5,,
 Volkswagen T-Roc R ,,,,1,2,1,5,1,3,,
 Volkswagen Golf R ,,,,1,6,1,5,2,5,"Prestaciones, facilidad de conducción, practicidad real","Le falta un punto de rabia, es demasiado fácil de conducir"
 Range Rover Velar MHEV ,,"4,3",,1,2,1,7,6,6,"Diseño espectacular, calidades, exclusividad, capacidades off-road reales","Precio elevado, tamaño gigantesco, ausencia de 7 plazas"
 Porsche Macan ,,"4,2",,1,5,1,7,1,4,"Tacto de conducción sobresaliente, diversión al volante, prestaciones, practicidad real como familiar, calidad de construcción, diseño",Precio muy elevado
 Mercedes GLC ,,"3,6",,1,1,1,7,2,4,"Estética, diseño y espacio interior, calidad percibida alta","Motores diésel ruidosos, precio de opciones elevado"
 Kia Sorento PHEV ,,,,1,1,7,5,8,2,,
 Audi Q5 ,,"3,6",,1,1,1,8,2,3,"Tecnología, interior, calidad de ejecución, comportamiento","Precio elevado, diseño sobrio"
 Jaguar F-Pace MHEV ,,"3,6",,1,2,1,8,6,4,"Amplitud interior, maletero, confort de marcha, diseño exterior soberbio, comportamiento dinámico",Calidad de algunos plásticos y algunos mandos
 Toyota RAV4 PHEV ,,,,1,1,3,1,8,3,,
 Fiat 500X ,,"3,1",,1,1,5,5,2,6,"Diseño, precio ajustado, calidad razonable","Maletero justo, detalles de acabado"
 Skoda Scala ,,"3,6",,1,1,7,6,2,2,"Equipamiento de serie, maletero, opciones asequibles","Anchura plazas traseras, gama limitada"
 Citroën C3 Aircross ,,"3,2",,2,1,7,6,2,3,"Posibilidades de personalización, equipamiento disponible, banqueta posterior deslizante, maletero","Calidad de algunos plásticos, precio de las versiones Shine"
 Ford Fiesta Active ,,,,3,1,5,4,2,3,"Estética, comportamiento, equipamiento de seguridad y confort",Interior algo sobrio
 Renault Clio HEV ,,,,2,1,5,5,7,3,"Eficiencia, tecnología, capacidad de conducción en modo eléctrico, etiqueta ECO","Imagen poco diferenciada, consumo en ciudad algo elevado para lo que se espera"
 Skoda Octavia ,,"4,1",,1,1,7,7,2,2,"Habitabilidad, maletero, oferta mecánica","Equipo de serie en acabados básicos, calidad de rodadura"
 Kia Niro HEV ,,"3,7",,1,1,7,6,7,3,"Consumos, garantía, equipamiento","Calidad de algunos plásticos, maletero algo justo"
 Renault Scenic ,,"3,5",,1,1,5,1,2,3,"Amplitud, diseño, posibilidades de equipamiento","Banqueta posterior en lugar de asientos independientes, aspecto de algunos plásticos, precio"
 Ford Mondeo ,,"3,5",,1,2,6,7,2,2,"Relación equipamiento/precio, espacio interior y maletero, comportamiento dinámico excelente","Dimensiones exteriores generosas, percepción de calidad de algunos plásticos"
 Renault Mégane PHEV ,,,,1,2,5,1,8,3,,
 Mazda CX-5 ,,"3,9"," «Espíritu Mazda en un SUV compacto. Muy buen comportamiento en carretera y una experiencia de conducción muy agradable, con una palanca de cambios corta y precisa. Un interior agradable y motores gasolina y diésel preparados para devorar kilómetros con un consumo contenido y buena respuesta.» ",1,2,1,8,2,3,"Equipamiento, calidad, comportamiento, motores eficientes","Precios algo elevados, opciones caras"
 Skoda Kodiaq ,,"3,8",,1,1,5,10,2,3,"Hasta siete plazas, presentación, opción de tracción total","Gama inicial limitada, precio en acabados superiores"
 SEAT Tarraco ,,"3,8",,1,1,5,10,2,3,"Siete plazas, posibilidad de tracción total, equipamiento disponible, comportamiento","Aspecto de algunos plásticos, tercera fila algo justa,"
 Volkswagen Passat ,,"3,8",,1,1,1,6,2,4,"Calidad de construcción, espacio interior, maletero, gama de motores, estética atractiva","Precio elevado, precio de opciones"
 Audi A3 ,,"4,1"," «Una opción conservadora para quien busque un compacto premium: su diseño no hace girar la vista, pero dentro de diez años sabemos que seguirá luciendo igual de agradable que ahora. Por lo demás, precisión Audi.» ",1,3,1,5,2,3,"Diseño y calidad interior, tecnología","Estética muy clásica, tacto de dirección poco comunicativo, precio elevado"
 Skoda Octavia MHEV ,,,,1,1,7,6,6,2,,
 Mercedes Clase A ,,"3,9",,1,3,1,5,2,6,"Estética atractiva y juvenil, tacto de conducción deportivo","Precio elevado, maletero justo, opciones caras"
 Volkswagen Golf GTI ,,"4,3",,1,5,1,5,2,5,"Acabados, equipamiento, comportamiento seguro, prestaciones, futuro clásico","Falta de carácter, precio elevado, opciones caras"
 Volkswagen Tiguan R ,,,,1,3,1,8,1,4,,
 Fiat 500 MHEV ,,"3,3",,10,1,1,1,6,8,"Diseño, conducción, consumo, personalización","Equipamiento justo, sistemas de seguridad, poca tecnología"
 SEAT Mii CNG ,,"3,2",,8,1,7,3,5,3,"Maletero capaz, carrocería de tres y cinco puertas, posibilidades de equipamiento, comportamiento dinámico","Calidad de algunos materiales, desarrollos del cambio largos, prestaciones justas, terminación mejorable"
 Renault Clio ,,"3,7",,2,1,5,5,4,2,"Equipamiento, comportamiento, motores eficientes","Gama inicial algo justa, plazas traseras estrechas, precio sin promoción"
 SEAT Ibiza ,,"3,7"," «Un clásico del mercado, apuesta segura para quien busque un utilitario para muchos años. No es de los más baratos pero su valor de reventa también es mayor. » ",2,1,7,5,4,2,"Comportamiento, amplitud interior, posibilidades de equipamiento, tecnología","Plásticos duros para todas las superficies, precio algo elevado"
 Fiat 500 ,,"3,4"," «El Fiat 500 goza de diseño, agilidad y buenos acabados desde su acabado más básico. La oferta de motores diésel es la más interesante, aunque los motores TwinAir y GLP consiguen bajos consumos y suavidad para el uso en ciudad. A nivel de personalización, las opciones son casi infinitas.» ",1,1,1,1,5,8,"Diseño sobresaliente, precio ajustado","Maletero justo, calidad de algunos plásticos"
 Peugeot 208 ,,"3,9"," «La referencia de su categoría. Peugeot ha conseguido un producto sublime, muy correcto en términos de calidad, ágil en dinámica y peculiar en ciertos aspectos que deberías mirar antes de decidir su compra, como en el diseño de su cuadro de mandos Head-Up que deja ver la instrumentación sobre el volante.» ",3,1,5,5,4,2,"Diseño, presentación, comportamiento","Plazas traseras justas, equipamiento limitado respecto a los rivales"
 Kia Ceed ,,"3,6",,1,1,7,5,2,2,"Relación valor-precio, garantía, equipamiento","Detalles de acabado, valor de reventa"
 Volkswagen Polo ,,"3,6",,3,1,1,5,4,2,"Calidad de construcción, gama de motores, habitabilidad, maletero","Precio algo elevado, diseño sobrio, gama inicial limitada, sin motor diésel"
 Skoda Kamiq ,,"3,4",,1,1,8,6,2,3,"Presentación, amplitud, modularidad, motores solventes","Precio sin descuentos, aspecto de algunos plásticos"
 Renault Mégane ,,"3,6"," «Todo un super ventas que va muy bien, especialmente con los imperecederos motores diésel dCI. Aunque que se le echa en falta es una mayor calidad interior no podemos olvidar que es un coche muy popular. Lee mi ",1,2,5,5,2,3,"Oferta variada, comportamiento, equipamiento","Calidad de algunos plásticos, espacio para las piernas en las plazas traseras"
 Ford Fiesta MHEV ,,,,3,1,5,4,6,3,,
 Hyundai i30 MHEV ,,"3,6"," «Un coche contenido para quien busque un compacto a precio asequible. Lo mejor, una gama de motores diésel y gasolina amplia y fiable. Lo peor: un interior al que haría falta una renovación.» ",1,2,5,6,2,2,"Calidad de acabados, tacto de conducción, precio","Diseño aburrido, gama de motores limitada"
 Opel Astra ,,"3,5",,1,2,5,5,2,3,"Calidad de acabados, comportamiento, equipamiento disponible","Equipo de serie, plazas traseras estrechas"
 Kia Ceed MHEV ,,,,1,1,7,5,6,2,"Diseño, equipamiento, etiqueta ECO","Detalles de acabado, ausencia de ciertos elementos de equipamiento"
 Fiat 500e Hatch eléctrico ,,,,1,1,1,1,10,8,,
 Skoda Karoq ,,"4,0",,1,1,7,7,2,3,"Amplitud, maletero, presentación, posibilidades de equipamiento, asientos Varioflex, sensación de calidad",Pierde la deportividad de un Ateca a cambio de más comodidad
 Citroën C4 ,,"3,6"," «En su última generación ha pegado un cambio enorme y se ha llenado de color y de sonido, siguiendo la línea de la ""tecnología creativa"" de Citroën. Es un coche cómodo y con motores muy comedidos en gasto.» ",1,1,7,5,2,2,"Motores frugales, equipo de serie, confort","Calidad de algunos plásticos, precio sin descuentos"
 Ford Kuga ,,"3,6",,1,1,5,7,2,2,"Espacio y versatilidad interior, variedad de motores, dinámica muy lograda","Detalles de acabado, precios sin descuentos"
 Volkswagen T-Roc ,,"3,1",,1,1,1,5,2,3,"Capacidad de maletero, posibilidades de equipamiento, tracción total opcional","Detalles de acabado, uso excesivo de plásticos duros, precio algo elevado"
 Volkswagen Tiguan ,,"3,7"," «Lo que más me gusta del Volkswagen Tiguan es la calidad percibida. Buenos materiales, buenos ajustes y mucho espacio para sus dimensiones tan reducidas. Me gustan detalles tan interesantes como el hecho de contar con una banqueta trasera corredera, que puede deslizarse unos centímetros para aumentar el espacio de carga o reducirlo y ganar unos centímetros para las piernas, para el confort de los pasajeros de las plazas traseras. Como ya dije en mi ",1,1,1,9,2,3,"Calidad de terminación, comportamiento, motores","Equipo de serie, precio elevado"
 Fiat 500e Cabrio eléctrico ,,,,1,1,1,1,10,8,,
 Hyundai Tucson HEV ,,"3,9",,1,1,7,7,7,5,"Diseño muy personal, suavidad de conducción, etiqueta ECO","Frontal demasiado llamativo, modo eléctrico algo escaso"
 Dacia Sandero ,,"3,8",,3,1,9,5,4,1,"Precio sin competencia, espacio y maleterio, mantenimiento asequible","Calidad percibida algo justa, posibilidades de equipamiento"
 Dacia Duster ,,"3,1"," «El Dacia Duster es un coche honesto, sin demasiados lujos, robusto, muy espacioso y preparado para la batalla, pero sobre todo económico. En mi ",1,1,10,7,2,2,"Relación tamaño/precio, estética, economía de mantenimiento, gama mejorada, opción GLP","Calidad de algunos plásticos, tracción 4x4 disponible solo en los más potentes"
 Dacia Sandero Stepway ,,"3,7",,2,1,7,5,2,2,"Precio muy interesante, estética atractiva, espacio interior y maletero","Calidades y plásticos algo justos, posibilidades de equipamiento"
 Ford Fiesta ,,"3,5"," «El Ford Fiesta tiene para mi criterio una de las mejores relaciones calidad/precio en el segmento de los utilitarios. Interiores muy bien hechos, diseño atractivo y motores gasolina EcoBoost que van muy bien. » ",3,1,7,2,4,2,"Equipamiento de seguridad, practicidad, comportamiento dinámico, tacto de conducción","Precio algo elevado, acceso plazas traseras en 3 puertas"
 Kia Stonic MHEV ,,"3,4",,2,1,8,5,2,3,"Garantía, posibilidades de equipamiento, motor MHEV","Maletero pequeño, sin tracción total, detalles de acabado"
 Renault Captur ,,"3,4"," «El Renault Captur es un pequeño todocamino que ofrece soluciones especialmente interesantes para familias con niños pequeños. Su diseño es desenfadado, cuenta con tapizados desenfundables para su limpieza en la lavadora y por sus dimensiones es manejable en espacios reducidos, cómodo para la ciudad. El diésel no es demasiado suave y refinado, y salvo que quieras recorrer muchos kilómetros te recomendaría el TCe 90, bastante equilibrado y suficiente para moverte con seguridad en un Captur. Si buscas prestaciones, el TCe 120 es potente y rápido. El Captur también puede adquirirse con un cambio automático de doble embrague, que no es el más rápido de su categoría, pero sí cómodo.» ",1,1,5,7,2,3,"Diseño, posibilidades de personalización, banqueta trasera deslizante","Sin tracción total disponible, calidad de algunos plásticos"
 SEAT Arona ,,"3,6",,1,1,7,6,2,3,"Maletero, posibilidades de equipamiento y personalización, precio razonable",Calidad de algunos plásticos
 Ford Focus ,,"3,8"," «Una de las mejores relaciones/calidad precio del segmento de los compactos. Muy equilibrado en todos los aspectos, y motores gasolina EcoBoost que van muy bien. » ",1,2,7,5,2,2,"Dinámica de conducción, relación equipamiento/precio","Interior sencillo y clásico, calidad de algunos plásticos"
 SEAT León ,,"4,4"," «Estética moderna y juvenil en un coche que se aprovecha de lo mejor de la tecnología alemana del Volkswagen Golf, dimensiones contenidas y más posibilidades que nunca gracias a sus nuevas carrocerías de tipo familiar y tres puertas. Te recomiendo mi ",1,2,5,5,2,3,"Relación valor-precio, equipamiento completo, versiones híbridas","Detalles de acabado, Ancho plazas traseras"
 Renault Captur MHEV ,,,,1,1,5,1,6,3,,
 Opel Mokka ,,"3,4"," «El Opel Mokka es un todocamino de dimensiones reducidas, en su justa medida. Es decir, ni es tan pequeño como un Juke, ni tan grande como un Qashqai. Su maletero es correcto para su tamaño, su precio cada vez más ajustado por las promociones de Opel España y se presenta como una alternativa muy correcta para quien busque un coche práctico para carretera y ciudad. Si lo quieres diésel, mi consejo es que esperes a la llegada del ",1,1,5,5,2,2,"Opción eléctrica, equipamiento disponible, dimensiones reducidas","Precio elevado, detalles de acabado"
 Hyundai Kona ,,"3,6",,1,1,6,5,2,3,"Posibilidades de equipamiento, tracción total disponible, diseño arriesgado, garantía","Aspecto de algunos plásticos, diseño arriesgado, volumen de maletero algo justo"
 Nissan Qashqai ,,"3,4"," «El Nissan Qahsqai es el pionero de una saga de todocaminos de carretera y ciudad, pero su competencia ha crecido imparable en todos estos años. Por eso mismo ha tenido que evolucionar hacia un producto de calidad, con buenos acabados, mucha tecnología y un diseño moderno que lo sitúan entre los mejores de su categoría.» ",1,1,5,7,2,3,"Relación tamaño/equipamiento/precio, equilibrio general","Tacto de conducción, maletero pequeño frente a sus rivales"
 SEAT Ateca ,,"4,0",,1,1,7,7,2,3,"Comportamiento, habitabilidad, maletero, equipo","Cambio DSG caro, equipamiento en nivel Reference, banqueta trasera no deslizante, diseño interior algo clásico"
 Kia Sportage ,,"3,7"," «Es uno de los SUV compactos más vendidos. Muy atractivo por fuera y buenos acabados por dentro, que mejoran en su reciente actualización. Recomendable el 2.0 CRDi de 136 CV. Lee mi prueba del ",1,1,7,7,2,3,"Diseño, presentación, calidad de acabados","Motor 1.6 GDI pobre en prestaciones, precio de los acabados medios-altos"
 SEAT León MHEV ,,,,1,2,5,5,6,3,"Diseño, tecnología, dinámica de conducción, etiqueta ECO","Detalles de acabado, eliminación de demasiados botones en el salpicadero"
 Peugeot 2008 ,,"3,6", «Un SUV diferente en el mercado. Capaz y polivalente para aquellos que un utilitario les resulte escaso. Su mayor altura respecto al suelo y un maletero de mayores dimensiones les brindará facilidades en entornos familiares. La gama de motores diésel del Peugeot 2008 es su principal atractivo.» ,1,1,7,7,2,3,"Practicidad real, dinámica de conducción, estética atractiva","Precio elevado, cuadro de mandos poco legible"
 Kia Sportage MHEV ,,,,1,1,7,7,6,3,"Etiqueta ECO, relación calidad-precio","Imagen algo desgastada por el tiempo, tecnología algo desfasada"
 Hyundai Tucson MHEV ,,"4,0",,1,1,7,7,2,3,"Diseño, amplitud, maletero, posibilidad de tracción total","Equipamiento casi cerrado, precios respecto a la anterior generación"
 Nissan X-Trail ,,"3,3",,1,1,5,10,2,3,"Amplitud interior, disponibilidad de 7 plazas, confort de marcha, equipamiento muy completo","Calidad de acabados justa, diseño algo visto, ruidos en el interior, tacto de conducción aburrido"
 Volkswagen Golf ,,"3,8"," «El mismo de siempre, mejor que nunca. El paso de los años sienta bien al Volkswagen Golf que, mantiene su imagen sencilla y familiar y gana enteros en lo tecnológico, manteniéndose entre los mejores en cuanto a calidad percibida.» ",1,2,1,5,2,3,"Solidez, valor de reventa, comportamiento, gama de motores, tacto de conducción","Precio elevado, maletero justo, diseño continuista"
 Renault Captur PHEV ,,,,1,1,5,4,8,3,"Eficiencia, etiqueta CERO, consumos, equipamiento","Reducción de maletero, necesidad de buscar puntos de carga para aprovechar su potencial"
 Peugeot 3008 ,,"3,8",,1,1,6,8,2,3,"Diseño vanguardista, originalidad, calidad de materiales y construcción, dinámica","Precio elevado, ausencia de mandos físicos para climatización, demasiados menús en la pantalla táctil"
 Citroën Grand C4 SpaceTourer ,,"3,7",,1,1,6,5,2,2,"Espacio interior, confort de marcha, economía","Calidad algo justa, prestaciones"
 Audi RS7 Sportback ,,,,1,7,1,6,1,6,"Imagen, calidad de construcción, prestaciones","Precio, consumo"
 Cupra León Sportstourer ,,"4,3",,1,6,1,6,1,4,"Maletero, versatilidad, amplitud, prestaciones","Precio elevado, detalles de acabado"
 Audi A6 Allroad ,,,,1,1,1,1,1,7,"Tecnología, seguridad, estética, calidad y diseño interior","Climatizador táctil, pantallas manchadizas, precio elevado, opciones muy caras"
 Kia Stinger ,,"4,1",,1,5,4,6,1,4,"Presentación, diseño, acabados, equipamiento, portón trasero","Maletero pequeño, altura plazas traseras, solo un motor"
 Bentley Continental Flying Spur ,,"4,0",,1,4,1,5,1,8,"Exclusividad, prestaciones, confort de marcha","Precio desorbitado, consumos"
 Lamborghini Huracán Spyder ,,,,1,9,1,1,1,10,"Motor V10 atmosférico, tacto deportivo","Comodidad casi inexistente, tecnología algo desfasada"
 Honda CR-V HEV ,,"3,7",,1,1,5,6,7,5,"Tacto de coche eléctrico, espacio interior, versatilidad, calidad de rodadura, acabados","Precio algo elevado, imposibilidad de llevar 7 plazas"
 Peugeot 508 ,,"3,8",,1,1,5,6,2,2,"Amplitud, calidad de terminación, comportamiento, equipamiento","Oferta inicial limitada, precios elevados, plazas traseras justas"
 Mitsubishi Outlander ,,"3,3",,1,1,5,5,2,2,"Plataforma híbrida enchufable, disponibilidad de 7 plazas, confort y silencio de marcha, amplitud y versatilidad","Manejo de equipo multimedia, acceso a plazas auxiliares complicado, gama de motores limitada"
 McLaren 720S ,,,,1,9,1,1,1,9,"Prestaciones, dinámica, exclusividad, no es un Ferrari",Precio
 Ferrari 488 Spider ,,,,1,9,1,1,1,10,"Diseño, sonido, prestaciones","Acabado mejorable, tecnología de confort"
 Toyota Yaris Cross ,,,,1,1,5,1,7,2,,
 Fiat Panda MHEV ,,"3,3",,7,1,5,3,6,3,"Precio insuperable, espacio interior, practicidad, economía","Percepción general de calidad justa, prestaciones limitadas"
 Suzuki Ignis MHEV ,,"3,4",,6,1,5,3,4,2,"Estética original, diseño interior atractivo, precio, posibilidad de 4x4, equipamiento completo","Plásticos interiores de juguete, percepción de calidad"
 Skoda Fabia Combi ,,"3,3",,1,1,6,8,2,2,"Amplitud, maletero, comportamiento","Plásticos duros, equipo de serie, sin motor diésel"
 Mazda 2 ,,"3,9"," «El Mazda 2, el de la generación del 2011, es un coche pequeño y bueno pero muy caro para lo que es, no está a la altura del resto de modelos de la marca en cuando a diseño o comodidad. Lee mi ",4,1,5,4,4,2,"Diseño, presentación, posibilidades de equipamiento, comportamiento","Calidad de algunos plásticos, precio elevado, maletero pequeño"
 Nissan Micra ,,"3,2",,1,1,5,5,4,3,"Diseño, posibilidades de equipamiento, regresa el motor diésel","Precio algo elevado, espacio en plazas traseras"
 Fiat 500C MHEV ,,,,8,1,1,1,6,7,"Precio, diseño, personalidad, etiqueta ECO","Equipamiento de seguridad, prestaciones pobres"
 Jeep Renegade ,,"3,4",,1,1,5,5,2,3,"Estética original, amplia gama de motores, posibilidades off-road de la versión Trailhawk","Calidades interiores algo justas, motores diésel ruidosos"
 Hyundai i20 N ,,,,2,7,5,5,2,5,,
 Jeep Compass ,,"3,5",,1,1,1,7,2,2,"Capacidades off-road, exclusividad, estética","Precio elevado, calidad de algunos plásticos, motores diésel ruidosos"
 Kia Xceed ,,"3,9",,1,1,6,6,2,4,"Estética deportiva y aventurera, relación equipamiento/precio, calidad de construcción",Maletero algo justo
 Opel Astra Sports Tourer ,,"3,5",,1,1,3,8,2,2,"Calidad, comportamiento, equipo disponible","Estética gastada, precios sin descuentos, ancho trasero"
 SEAT Mii eléctrico ,,"3,3",,8,1,4,3,10,3,"Precio con promociones, agilidad, equipo de serie","Plazas traseras justas, homologado para cuatro"
 SsangYong Korando ,,"3,1",,1,1,5,8,2,2,"Motor potente, opción 4x4 y cambio automático, equipamiento de serie, precio, maletero","Diseño particular, tacto de la dirección, suspensión blanda"
 Mazda CX-3 ,,"3,9",,1,2,5,5,2,3,"Diseño, comportamiento, equipamiento disponible, opción de tracción total, motores eficientes","Plazas traseras justas, maletero pequeño, aspecto de algunos plásticos"
 Ford Puma MHEV ,,"3,9",,1,1,5,6,6,5,"Maletero amplio, equipo completo, diseño, comportamiento","Precio algo elevado, plaza trasera central justa"
